Date	Item	Store	Units Sold	Unit Price	Sales Amount
42885	Xbox One	San Francisco	5	249	1245
43075	Surface Book	San Francisco	1	1499	1499
43481	Surface Studio	Seattle	1	2999	2999
43544	Surface Studio	San Francisco	3	2999	8997
42772	Xbox One S	Phoenix	3	299	897
43789	Surface Studio	Phoenix	1	2999	2999
43442	Surface Book	Los Angeles	5	1499	7495
43597	Surface Studio	Seattle	5	2999	14995
43765	Surface Studio	San Diego	3	2999	8997
43709	Xbox One	San Francisco	5	249	1245
43295	Xbox One S	Los Angeles	5	299	1495
43526	Surface Pro 4	Seattle	4	899	3596
43239	Xbox One S	San Francisco	2	299	598
42800	Surface Book	San Diego	4	1499	5996
43448	Surface Pro 4	Los Angeles	4	899	3596
43103	Surface Book	San Diego	3	1499	4497
42995	Xbox One S	Phoenix	3	299	897
42829	Xbox One	Los Angeles	5	249	1245
42794	Surface Book	Seattle	3	1499	4497
42816	Surface Studio	Los Angeles	4	2999	11996
43799	Xbox One	Los Angeles	2	249	498
43420	Xbox One	San Diego	4	249	996
43735	Surface Pro 4	San Diego	2	899	1798
43594	Xbox One	San Diego	5	249	1245
43354	Xbox One	Phoenix	2	249	498
43722	Surface Pro 4	San Francisco	5	899	4495
43708	Surface Studio	San Francisco	5	2999	14995
43035	Surface Book	San Diego	2	1499	2998
43478	Xbox One	Phoenix	1	249	249
43251	Xbox One	Phoenix	1	249	249
42797	Surface Book	Los Angeles	4	1499	5996
42765	Surface Pro 4	San Diego	2	899	1798
43251	Xbox One	Phoenix	2	249	498
43170	Xbox One	Phoenix	3	249	747
43804	Xbox One S	Los Angeles	2	299	598
43765	Surface Studio	Seattle	4	2999	11996
43327	Surface Pro 4	Phoenix	3	899	2697
43764	Surface Pro 4	San Diego	2	899	1798
42899	Surface Pro 4	San Francisco	4	899	3596
43763	Xbox One S	Phoenix	4	299	1196
43604	Xbox One	Los Angeles	5	249	1245
42774	Xbox One S	San Francisco	5	299	1495
43780	Xbox One S	San Francisco	2	299	598
42926	Xbox One S	San Diego	4	299	1196
43510	Surface Studio	San Diego	2	2999	5998
43601	Surface Studio	Los Angeles	5	2999	14995
42862	Surface Book	Phoenix	4	1499	5996
43801	Surface Book	San Francisco	4	1499	5996
43167	Surface Book	Los Angeles	4	1499	5996
43210	Xbox One S	San Francisco	2	299	598
43437	Xbox One S	San Diego	3	299	897
43529	Surface Studio	Seattle	3	2999	8997
43660	Surface Pro 4	Los Angeles	2	899	1798
43755	Xbox One	Phoenix	2	249	498
43549	Xbox One S	Los Angeles	3	299	897
43623	Xbox One	San Francisco	1	249	249
43821	Xbox One S	Los Angeles	2	299	598
43289	Xbox One S	San Diego	4	299	1196
42763	Surface Studio	San Francisco	1	2999	2999
43024	Surface Pro 4	Phoenix	1	899	899
43030	Surface Studio	San Diego	5	2999	14995
43687	Surface Pro 4	Los Angeles	4	899	3596
43522	Surface Pro 4	Seattle	1	899	899
43086	Surface Pro 4	Los Angeles	4	899	3596
43691	Xbox One	San Francisco	2	249	498
42956	Xbox One S	San Diego	4	299	1196
43744	Surface Pro 4	San Francisco	5	899	4495
42841	Surface Book	Los Angeles	2	1499	2998
43785	Xbox One	San Diego	2	249	498
43188	Xbox One	Los Angeles	1	249	249
42824	Xbox One	Phoenix	5	249	1245
43094	Surface Studio	San Diego	3	2999	8997
43543	Xbox One	Phoenix	1	249	249
43340	Xbox One	San Diego	4	249	996
42982	Surface Pro 4	San Diego	1	899	899
43802	Xbox One S	Los Angeles	1	299	299
43681	Surface Pro 4	Phoenix	1	899	899
43130	Surface Pro 4	San Francisco	4	899	3596
42817	Surface Book	Seattle	4	1499	5996
42857	Xbox One S	Seattle	1	299	299
42950	Xbox One	Los Angeles	5	249	1245
43188	Surface Pro 4	Seattle	2	899	1798
43040	Xbox One	Phoenix	4	249	996
43254	Xbox One S	Phoenix	4	299	1196
43336	Xbox One S	Los Angeles	1	299	299
43396	Surface Pro 4	Los Angeles	3	899	2697
43060	Surface Studio	Phoenix	4	2999	11996
43466	Xbox One	San Francisco	2	249	498
43413	Surface Studio	Seattle	3	2999	8997
43560	Surface Pro 4	Phoenix	2	899	1798
43709	Surface Pro 4	San Francisco	4	899	3596
43653	Surface Pro 4	San Diego	1	899	899
43336	Xbox One S	San Francisco	4	299	1196
43360	Surface Book	San Diego	4	1499	5996
42904	Surface Book	San Diego	5	1499	7495
43435	Surface Studio	Los Angeles	2	2999	5998
43722	Surface Studio	San Diego	5	2999	14995
43671	Xbox One S	Phoenix	4	299	1196
43225	Surface Book	San Francisco	1	1499	1499
43598	Xbox One S	Seattle	3	299	897
43169	Surface Pro 4	Seattle	5	899	4495
43329	Surface Pro 4	Los Angeles	3	899	2697
43491	Xbox One S	Phoenix	2	299	598
43259	Surface Studio	San Francisco	3	2999	8997
43278	Surface Studio	San Francisco	5	2999	14995
43587	Surface Book	San Francisco	5	1499	7495
42861	Surface Studio	San Diego	4	2999	11996
42770	Surface Pro 4	Los Angeles	3	899	2697
43499	Surface Pro 4	Los Angeles	5	899	4495
43054	Xbox One	Los Angeles	1	249	249
42833	Surface Book	San Francisco	5	1499	7495
43415	Surface Book	San Diego	2	1499	2998
43556	Xbox One S	Seattle	4	299	1196
42832	Surface Book	San Francisco	2	1499	2998
43367	Xbox One	San Diego	4	249	996
43684	Surface Studio	San Francisco	2	2999	5998
43206	Xbox One	Los Angeles	1	249	249
43029	Surface Studio	San Francisco	1	2999	2999
42772	Xbox One	Seattle	2	249	498
43512	Surface Book	San Francisco	4	1499	5996
43809	Surface Studio	San Diego	1	2999	2999
43274	Surface Studio	Phoenix	4	2999	11996
43100	Surface Book	Phoenix	4	1499	5996
43221	Surface Book	San Francisco	2	1499	2998
43031	Surface Book	San Francisco	1	1499	1499
42885	Xbox One	Los Angeles	4	249	996
43628	Surface Book	San Diego	4	1499	5996
43034	Xbox One S	San Diego	4	299	1196
42859	Surface Book	Seattle	2	1499	2998
42761	Xbox One	San Francisco	3	249	747
43193	Xbox One S	Los Angeles	3	299	897
43577	Surface Pro 4	Phoenix	2	899	1798
43095	Surface Studio	San Diego	4	2999	11996
43660	Surface Book	San Diego	1	1499	1499
43592	Xbox One S	Phoenix	3	299	897
43048	Surface Pro 4	Los Angeles	2	899	1798
42894	Xbox One S	San Francisco	5	299	1495
43498	Surface Pro 4	Phoenix	5	899	4495
43078	Xbox One S	Phoenix	1	299	299
43267	Xbox One	Phoenix	5	249	1245
43114	Xbox One	San Francisco	2	249	498
43212	Surface Pro 4	Seattle	3	899	2697
43776	Surface Studio	San Francisco	4	2999	11996
42883	Surface Pro 4	San Diego	3	899	2697
43438	Surface Book	San Francisco	3	1499	4497
42869	Surface Pro 4	San Francisco	2	899	1798
43481	Surface Book	San Francisco	1	1499	1499
43161	Xbox One S	Seattle	5	299	1495
43415	Surface Book	San Diego	1	1499	1499
43052	Xbox One S	Los Angeles	5	299	1495
43518	Xbox One S	Los Angeles	2	299	598
43441	Surface Studio	San Diego	1	2999	2999
43652	Surface Studio	Los Angeles	2	2999	5998
43343	Xbox One	Los Angeles	3	249	747
42842	Surface Studio	San Diego	4	2999	11996
43445	Xbox One	Seattle	3	249	747
43529	Xbox One	San Diego	3	249	747
43478	Surface Studio	San Francisco	5	2999	14995
43440	Xbox One	Los Angeles	2	249	498
43238	Surface Pro 4	San Francisco	3	899	2697
43678	Surface Pro 4	San Francisco	4	899	3596
43504	Surface Pro 4	San Francisco	1	899	899
43268	Surface Pro 4	Los Angeles	5	899	4495
42762	Xbox One S	Phoenix	2	299	598
43065	Xbox One	Seattle	5	249	1245
42739	Surface Book	Phoenix	1	1499	1499
42956	Xbox One S	Los Angeles	4	299	1196
43520	Surface Studio	Phoenix	4	2999	11996
43323	Xbox One	Los Angeles	5	249	1245
43116	Xbox One	Seattle	3	249	747
42750	Surface Studio	San Francisco	2	2999	5998
42830	Xbox One S	Los Angeles	1	299	299
42780	Xbox One	San Diego	3	249	747
43216	Surface Book	Los Angeles	1	1499	1499
43033	Surface Book	Los Angeles	2	1499	2998
43148	Surface Pro 4	San Francisco	2	899	1798
43358	Xbox One S	Seattle	4	299	1196
43773	Surface Pro 4	San Diego	5	899	4495
43181	Xbox One	San Diego	4	249	996
43752	Surface Pro 4	Phoenix	5	899	4495
43462	Surface Studio	San Francisco	2	2999	5998
42990	Surface Studio	San Diego	1	2999	2999
42738	Xbox One	Los Angeles	3	249	747
42931	Surface Pro 4	Seattle	2	899	1798
43485	Surface Pro 4	San Diego	2	899	1798
42850	Surface Studio	Phoenix	5	2999	14995
43627	Surface Studio	San Francisco	2	2999	5998
43466	Surface Studio	Seattle	2	2999	5998
43158	Surface Studio	Los Angeles	2	2999	5998
42992	Xbox One S	Los Angeles	5	299	1495
42906	Surface Studio	Seattle	4	2999	11996
43440	Xbox One S	San Diego	3	299	897
43604	Xbox One S	San Diego	3	299	897
43791	Surface Pro 4	Seattle	3	899	2697
43671	Xbox One S	San Diego	1	299	299
42970	Surface Studio	San Francisco	5	2999	14995
43381	Xbox One	Los Angeles	5	249	1245
43751	Surface Pro 4	Los Angeles	5	899	4495
43197	Xbox One	San Francisco	2	249	498
43380	Surface Studio	Seattle	1	2999	2999
43140	Surface Book	Los Angeles	1	1499	1499
42802	Xbox One S	Phoenix	1	299	299
43720	Surface Pro 4	Phoenix	2	899	1798
43302	Xbox One S	San Francisco	4	299	1196
43567	Surface Studio	Los Angeles	2	2999	5998
43446	Surface Pro 4	Los Angeles	4	899	3596
43556	Surface Book	Phoenix	1	1499	1499
43321	Xbox One	Seattle	2	249	498
43292	Surface Studio	Seattle	4	2999	11996
42941	Surface Studio	Los Angeles	3	2999	8997
43615	Surface Book	San Diego	3	1499	4497
43154	Surface Studio	Seattle	4	2999	11996
43761	Xbox One	Seattle	5	249	1245
43667	Surface Studio	Los Angeles	3	2999	8997
43752	Xbox One S	Phoenix	1	299	299
43778	Xbox One S	Seattle	5	299	1495
42964	Surface Pro 4	Los Angeles	2	899	1798
43311	Surface Book	San Francisco	5	1499	7495
42854	Surface Studio	Seattle	4	2999	11996
43603	Surface Book	San Francisco	5	1499	7495
43571	Surface Book	Phoenix	5	1499	7495
43515	Surface Studio	Phoenix	1	2999	2999
42995	Surface Pro 4	Seattle	3	899	2697
43747	Xbox One S	San Francisco	1	299	299
43204	Xbox One	San Diego	1	249	249
43135	Surface Book	Phoenix	4	1499	5996
43587	Surface Pro 4	Phoenix	4	899	3596
43828	Surface Pro 4	San Francisco	1	899	899
43083	Xbox One	Seattle	2	249	498
43166	Xbox One S	Phoenix	5	299	1495
43417	Surface Pro 4	Seattle	2	899	1798
43422	Xbox One	Seattle	2	249	498
42910	Surface Pro 4	Phoenix	2	899	1798
43286	Surface Book	San Diego	5	1499	7495
43731	Surface Studio	Phoenix	3	2999	8997
43128	Xbox One S	Los Angeles	3	299	897
43028	Xbox One S	Los Angeles	5	299	1495
43749	Surface Book	Phoenix	2	1499	2998
43040	Surface Studio	Los Angeles	3	2999	8997
43356	Surface Studio	San Francisco	2	2999	5998
43632	Surface Studio	San Diego	4	2999	11996
42825	Surface Studio	San Diego	4	2999	11996
42810	Xbox One S	Los Angeles	4	299	1196
42930	Surface Studio	San Diego	2	2999	5998
43457	Surface Book	San Diego	5	1499	7495
43372	Surface Pro 4	San Francisco	4	899	3596
43683	Xbox One	Phoenix	5	249	1245
43815	Surface Pro 4	San Francisco	3	899	2697
43053	Surface Pro 4	Seattle	4	899	3596
43321	Surface Book	Los Angeles	1	1499	1499
43510	Surface Studio	San Francisco	2	2999	5998
43239	Surface Studio	San Diego	4	2999	11996
43603	Surface Book	Phoenix	3	1499	4497
42844	Xbox One	San Diego	4	249	996
43275	Surface Book	Seattle	2	1499	2998
42963	Surface Pro 4	Seattle	5	899	4495
43755	Xbox One	San Francisco	4	249	996
42756	Surface Pro 4	San Francisco	4	899	3596
43403	Xbox One S	Los Angeles	1	299	299
43451	Xbox One S	Seattle	5	299	1495
43197	Xbox One S	Los Angeles	5	299	1495
43039	Xbox One	Seattle	3	249	747
42765	Xbox One	Phoenix	5	249	1245
43204	Xbox One	Seattle	1	249	249
43686	Xbox One	San Diego	3	249	747
43047	Xbox One	Los Angeles	3	249	747
43581	Xbox One	San Diego	2	249	498
43814	Surface Book	Los Angeles	1	1499	1499
42787	Surface Pro 4	San Diego	3	899	2697
43599	Surface Studio	Phoenix	4	2999	11996
42818	Surface Studio	San Francisco	5	2999	14995
43345	Xbox One S	San Francisco	4	299	1196
43516	Xbox One	San Diego	5	249	1245
42796	Surface Book	San Francisco	1	1499	1499
42814	Surface Book	Seattle	5	1499	7495
43805	Surface Book	Los Angeles	5	1499	7495
43134	Surface Book	Phoenix	5	1499	7495
43615	Xbox One	Phoenix	4	249	996
42924	Xbox One S	Phoenix	1	299	299
43150	Xbox One S	Seattle	2	299	598
43484	Xbox One	Phoenix	3	249	747
43787	Xbox One	San Francisco	1	249	249
42848	Surface Book	Phoenix	1	1499	1499
43722	Xbox One S	San Francisco	1	299	299
42970	Xbox One	Los Angeles	5	249	1245
43017	Xbox One S	Phoenix	3	299	897
43748	Xbox One	Phoenix	2	249	498
43267	Surface Pro 4	Seattle	4	899	3596
42869	Surface Pro 4	Phoenix	2	899	1798
43647	Surface Pro 4	Seattle	1	899	899
43306	Surface Pro 4	San Francisco	1	899	899
42992	Xbox One S	San Francisco	5	299	1495
42957	Xbox One S	San Diego	5	299	1495
42750	Surface Book	San Diego	3	1499	4497
42914	Surface Book	Los Angeles	1	1499	1499
43394	Xbox One S	Seattle	4	299	1196
42932	Surface Studio	Los Angeles	2	2999	5998
43160	Surface Studio	Phoenix	1	2999	2999
42931	Xbox One	San Francisco	2	249	498
42996	Surface Book	Phoenix	3	1499	4497
43131	Surface Studio	San Diego	3	2999	8997
43033	Surface Book	Los Angeles	1	1499	1499
43272	Xbox One S	San Diego	3	299	897
43380	Surface Studio	Los Angeles	5	2999	14995
43041	Surface Book	Los Angeles	1	1499	1499
43348	Xbox One S	San Francisco	3	299	897
43686	Surface Pro 4	Phoenix	1	899	899
43270	Xbox One	San Diego	4	249	996
43414	Xbox One S	Los Angeles	2	299	598
42944	Surface Studio	Phoenix	5	2999	14995
43196	Surface Pro 4	Los Angeles	1	899	899
43078	Surface Book	San Diego	2	1499	2998
42950	Surface Studio	Seattle	3	2999	8997
42925	Xbox One S	Seattle	5	299	1495
42850	Surface Book	Seattle	2	1499	2998
43800	Surface Pro 4	Seattle	3	899	2697
43358	Surface Studio	Seattle	3	2999	8997
42745	Surface Pro 4	Los Angeles	4	899	3596
43809	Xbox One	Los Angeles	5	249	1245
43525	Surface Book	Los Angeles	1	1499	1499
43722	Surface Book	San Francisco	5	1499	7495
43473	Xbox One	Phoenix	2	249	498
43250	Xbox One S	Phoenix	5	299	1495
43197	Xbox One	Seattle	5	249	1245
43634	Xbox One	Seattle	1	249	249
43505	Surface Book	San Diego	4	1499	5996
43465	Surface Book	Phoenix	4	1499	5996
42976	Surface Pro 4	Seattle	2	899	1798
43677	Xbox One S	Seattle	2	299	598
43223	Xbox One S	Seattle	5	299	1495
43151	Surface Studio	Los Angeles	1	2999	2999
43407	Surface Book	Los Angeles	5	1499	7495
43294	Surface Studio	San Francisco	1	2999	2999
43058	Surface Pro 4	Los Angeles	4	899	3596
43167	Xbox One	Phoenix	3	249	747
42778	Xbox One S	San Diego	1	299	299
43438	Surface Pro 4	San Francisco	2	899	1798
43428	Xbox One	San Diego	4	249	996
43287	Surface Book	Phoenix	4	1499	5996
43251	Surface Book	Seattle	4	1499	5996
43668	Xbox One S	Los Angeles	4	299	1196
43114	Surface Pro 4	San Francisco	1	899	899
43271	Surface Studio	Phoenix	1	2999	2999
43030	Surface Book	Los Angeles	4	1499	5996
43510	Surface Studio	San Francisco	3	2999	8997
43172	Xbox One S	San Diego	1	299	299
43288	Xbox One	Los Angeles	4	249	996
43557	Xbox One S	Los Angeles	4	299	1196
42854	Xbox One S	San Diego	5	299	1495
43478	Surface Book	Seattle	1	1499	1499
43493	Surface Book	San Diego	3	1499	4497
43331	Xbox One S	San Diego	2	299	598
42793	Surface Studio	Phoenix	1	2999	2999
43279	Xbox One S	Phoenix	2	299	598
43395	Surface Pro 4	San Francisco	5	899	4495
43320	Surface Pro 4	Seattle	5	899	4495
43502	Xbox One	San Diego	5	249	1245
42749	Xbox One S	Seattle	5	299	1495
42980	Xbox One S	San Diego	2	299	598
43713	Surface Studio	San Francisco	5	2999	14995
43093	Xbox One	Seattle	4	249	996
43124	Surface Studio	San Francisco	1	2999	2999
43825	Xbox One	Phoenix	4	249	996
43198	Surface Book	Seattle	1	1499	1499
42971	Surface Pro 4	San Francisco	5	899	4495
43697	Surface Pro 4	San Diego	5	899	4495
42750	Surface Book	Seattle	5	1499	7495
43486	Xbox One	Phoenix	5	249	1245
43250	Xbox One	Seattle	4	249	996
43392	Surface Pro 4	Seattle	1	899	899
42776	Surface Pro 4	Phoenix	3	899	2697
43574	Surface Pro 4	Los Angeles	1	899	899
43348	Surface Studio	Los Angeles	3	2999	8997
43034	Surface Pro 4	Phoenix	1	899	899
43182	Xbox One	Phoenix	2	249	498
42896	Xbox One	Los Angeles	3	249	747
42831	Xbox One	Seattle	4	249	996
42796	Xbox One	Phoenix	5	249	1245
43116	Xbox One	Phoenix	5	249	1245
43652	Surface Pro 4	Los Angeles	4	899	3596
43787	Surface Studio	Seattle	5	2999	14995
43155	Surface Pro 4	Los Angeles	5	899	4495
43348	Surface Pro 4	San Francisco	1	899	899
42889	Xbox One S	San Francisco	3	299	897
43550	Xbox One	Los Angeles	4	249	996
43505	Surface Studio	Phoenix	2	2999	5998
43751	Xbox One	Phoenix	5	249	1245
43765	Surface Studio	San Francisco	2	2999	5998
43382	Surface Pro 4	San Francisco	5	899	4495
42752	Xbox One S	San Francisco	3	299	897
43548	Surface Studio	Phoenix	4	2999	11996
43648	Xbox One S	Seattle	4	299	1196
43143	Surface Studio	Seattle	2	2999	5998
42986	Xbox One	Phoenix	4	249	996
43706	Surface Book	Los Angeles	5	1499	7495
42903	Surface Pro 4	San Diego	5	899	4495
43086	Surface Pro 4	San Francisco	4	899	3596
43042	Xbox One	San Francisco	5	249	1245
43755	Xbox One	San Diego	4	249	996
43646	Surface Studio	San Diego	5	2999	14995
43731	Surface Studio	Los Angeles	1	2999	2999
43067	Xbox One	Seattle	3	249	747
42885	Surface Studio	San Diego	5	2999	14995
43066	Xbox One S	Los Angeles	4	299	1196
42948	Surface Studio	Phoenix	5	2999	14995
42988	Surface Book	San Francisco	4	1499	5996
43119	Surface Pro 4	Los Angeles	5	899	4495
43369	Surface Studio	Los Angeles	4	2999	11996
42955	Surface Pro 4	Seattle	5	899	4495
42994	Surface Studio	Seattle	3	2999	8997
43145	Xbox One S	San Francisco	2	299	598
43723	Xbox One S	San Diego	1	299	299
42975	Xbox One S	Seattle	1	299	299
43263	Surface Pro 4	San Francisco	4	899	3596
43718	Surface Studio	Seattle	2	2999	5998
43304	Xbox One	Seattle	5	249	1245
43221	Surface Pro 4	Los Angeles	3	899	2697
42860	Xbox One	San Francisco	4	249	996
43384	Surface Studio	Phoenix	5	2999	14995
43065	Surface Studio	Phoenix	5	2999	14995
43241	Xbox One S	Phoenix	2	299	598
42984	Surface Studio	San Francisco	5	2999	14995
42921	Xbox One	San Francisco	5	249	1245
43413	Surface Book	Phoenix	5	1499	7495
42848	Surface Pro 4	San Diego	5	899	4495
43240	Surface Studio	San Diego	5	2999	14995
43279	Xbox One S	Los Angeles	5	299	1495
43705	Xbox One	Seattle	4	249	996
43554	Surface Pro 4	Seattle	3	899	2697
43417	Surface Pro 4	San Francisco	2	899	1798
43724	Surface Book	Phoenix	3	1499	4497
43431	Xbox One	San Francisco	2	249	498
42914	Xbox One S	Los Angeles	5	299	1495
42738	Surface Book	San Francisco	1	1499	1499
43680	Surface Pro 4	San Diego	4	899	3596
42988	Surface Pro 4	San Francisco	1	899	899
42784	Xbox One	Los Angeles	2	249	498
43462	Surface Pro 4	San Diego	1	899	899
43783	Xbox One	San Francisco	5	249	1245
43226	Surface Pro 4	Los Angeles	2	899	1798
43448	Surface Pro 4	Los Angeles	4	899	3596
43452	Surface Pro 4	Phoenix	2	899	1798
43533	Xbox One S	Seattle	3	299	897
43379	Surface Pro 4	San Diego	5	899	4495
43820	Xbox One	Phoenix	1	249	249
43258	Xbox One S	San Francisco	2	299	598
43826	Xbox One S	San Diego	3	299	897
43794	Surface Studio	San Francisco	1	2999	2999
43500	Xbox One S	San Diego	1	299	299
42855	Surface Pro 4	Phoenix	2	899	1798
42910	Xbox One S	San Francisco	4	299	1196
43562	Surface Pro 4	Los Angeles	2	899	1798
42793	Xbox One	Seattle	4	249	996
43169	Surface Book	San Diego	5	1499	7495
42760	Surface Pro 4	Phoenix	4	899	3596
42816	Xbox One S	Seattle	5	299	1495
43259	Surface Studio	Los Angeles	4	2999	11996
43393	Xbox One	Seattle	1	249	249
42745	Xbox One	Seattle	1	249	249
43131	Xbox One	Phoenix	3	249	747
43016	Surface Pro 4	San Francisco	5	899	4495
43122	Surface Book	Phoenix	4	1499	5996
42886	Surface Pro 4	San Francisco	4	899	3596
43116	Xbox One	Phoenix	4	249	996
43317	Surface Pro 4	Los Angeles	2	899	1798
43554	Surface Pro 4	Phoenix	3	899	2697
42919	Xbox One S	Los Angeles	2	299	598
43015	Surface Book	San Diego	5	1499	7495
43085	Surface Book	Los Angeles	1	1499	1499
43770	Surface Pro 4	San Diego	2	899	1798
43452	Xbox One	Phoenix	4	249	996
43452	Xbox One	Phoenix	2	249	498
42842	Xbox One S	Seattle	5	299	1495
43603	Surface Studio	San Francisco	3	2999	8997
42989	Surface Studio	San Francisco	1	2999	2999
42858	Surface Studio	San Francisco	2	2999	5998
43394	Xbox One S	Los Angeles	4	299	1196
42879	Xbox One S	Seattle	5	299	1495
43232	Surface Book	San Francisco	1	1499	1499
43264	Surface Pro 4	Seattle	4	899	3596
43817	Xbox One	San Diego	3	249	747
43348	Surface Pro 4	Los Angeles	5	899	4495
43546	Xbox One	San Diego	1	249	249
43138	Surface Book	Phoenix	4	1499	5996
42976	Surface Studio	Los Angeles	2	2999	5998
42810	Surface Studio	San Diego	5	2999	14995
43205	Surface Studio	Los Angeles	1	2999	2999
43817	Surface Studio	San Diego	2	2999	5998
43616	Xbox One	San Francisco	1	249	249
43777	Surface Studio	Los Angeles	5	2999	14995
43614	Surface Book	San Francisco	4	1499	5996
43730	Surface Pro 4	Los Angeles	2	899	1798
43429	Surface Book	Phoenix	1	1499	1499
43507	Surface Book	Seattle	3	1499	4497
43052	Surface Book	Los Angeles	3	1499	4497
43390	Surface Book	Phoenix	1	1499	1499
43169	Surface Book	San Francisco	1	1499	1499
42933	Xbox One S	San Francisco	5	299	1495
43399	Xbox One	Phoenix	2	249	498
42739	Surface Book	Seattle	3	1499	4497
43087	Surface Studio	San Francisco	4	2999	11996
42919	Surface Studio	Los Angeles	4	2999	11996
43508	Surface Book	Los Angeles	2	1499	2998
43055	Surface Studio	Phoenix	4	2999	11996
43827	Xbox One	San Diego	1	249	249
43049	Surface Pro 4	Los Angeles	4	899	3596
42775	Xbox One	San Francisco	3	249	747
43338	Surface Book	Los Angeles	3	1499	4497
43117	Xbox One	San Diego	5	249	1245
42756	Surface Book	Los Angeles	4	1499	5996
42929	Surface Pro 4	San Diego	4	899	3596
43280	Xbox One	Seattle	5	249	1245
43569	Xbox One	San Diego	5	249	1245
42886	Surface Book	Seattle	2	1499	2998
43498	Surface Book	San Diego	5	1499	7495
43708	Surface Pro 4	Los Angeles	2	899	1798
43179	Surface Book	San Diego	4	1499	5996
43468	Surface Pro 4	San Diego	5	899	4495
42865	Surface Pro 4	Seattle	5	899	4495
43632	Surface Pro 4	Phoenix	5	899	4495
43196	Surface Book	Phoenix	1	1499	1499
43679	Xbox One S	Seattle	1	299	299
42889	Surface Studio	Seattle	5	2999	14995
43739	Xbox One S	Seattle	5	299	1495
43686	Surface Pro 4	Los Angeles	3	899	2697
43350	Xbox One	Seattle	4	249	996
43702	Surface Book	Phoenix	2	1499	2998
42984	Surface Book	Phoenix	4	1499	5996
43035	Surface Pro 4	Los Angeles	2	899	1798
43150	Surface Pro 4	Seattle	3	899	2697
42892	Surface Studio	Phoenix	1	2999	2999
42890	Xbox One	Los Angeles	3	249	747
43474	Surface Studio	Los Angeles	2	2999	5998
42862	Xbox One	San Diego	2	249	498
43381	Surface Book	San Francisco	5	1499	7495
43549	Surface Pro 4	Los Angeles	5	899	4495
42780	Xbox One S	San Francisco	1	299	299
43080	Xbox One S	Los Angeles	1	299	299
43392	Xbox One S	Los Angeles	3	299	897
43691	Surface Book	Phoenix	2	1499	2998
43057	Xbox One	Phoenix	5	249	1245
43634	Xbox One S	Los Angeles	4	299	1196
43374	Surface Studio	San Diego	5	2999	14995
43046	Surface Pro 4	San Francisco	4	899	3596
43064	Surface Studio	Seattle	3	2999	8997
42890	Surface Studio	Phoenix	2	2999	5998
42954	Surface Pro 4	Phoenix	5	899	4495
43018	Surface Studio	Seattle	1	2999	2999
43826	Surface Studio	Seattle	3	2999	8997
43538	Surface Pro 4	San Diego	2	899	1798
43572	Surface Book	San Diego	2	1499	2998
43412	Surface Book	Los Angeles	2	1499	2998
43215	Xbox One	San Diego	4	249	996
42792	Xbox One S	Phoenix	5	299	1495
43122	Surface Book	Seattle	3	1499	4497
43044	Surface Book	Los Angeles	2	1499	2998
43787	Xbox One	Los Angeles	5	249	1245
43209	Xbox One	Phoenix	1	249	249
43450	Xbox One	San Francisco	1	249	249
43621	Surface Book	Phoenix	2	1499	2998
43529	Xbox One S	Phoenix	5	299	1495
42971	Surface Book	San Diego	1	1499	1499
43611	Surface Book	San Diego	5	1499	7495
43570	Xbox One S	San Francisco	1	299	299
43061	Surface Book	Seattle	1	1499	1499
43435	Surface Studio	Seattle	5	2999	14995
42742	Surface Book	Phoenix	5	1499	7495
43316	Surface Pro 4	San Francisco	1	899	899
42832	Surface Book	San Francisco	2	1499	2998
43352	Xbox One	San Francisco	3	249	747
43087	Surface Studio	Phoenix	3	2999	8997
43374	Surface Studio	Seattle	5	2999	14995
43476	Surface Pro 4	Los Angeles	5	899	4495
43472	Surface Pro 4	San Diego	1	899	899
43375	Xbox One S	San Diego	2	299	598
42827	Surface Pro 4	Los Angeles	4	899	3596
43178	Surface Studio	Los Angeles	2	2999	5998
42895	Surface Studio	Seattle	3	2999	8997
42960	Xbox One S	Los Angeles	5	299	1495
42849	Xbox One S	San Diego	2	299	598
43061	Xbox One	Los Angeles	1	249	249
43418	Surface Book	Los Angeles	4	1499	5996
43115	Surface Book	Phoenix	5	1499	7495
43538	Xbox One S	San Francisco	2	299	598
43576	Xbox One	Phoenix	4	249	996
43571	Xbox One S	San Francisco	4	299	1196
43624	Surface Studio	San Francisco	3	2999	8997
43560	Xbox One S	Seattle	2	299	598
43484	Xbox One S	San Diego	4	299	1196
43553	Xbox One	Los Angeles	5	249	1245
43417	Xbox One S	Seattle	3	299	897
42878	Surface Book	Seattle	3	1499	4497
43637	Xbox One S	Seattle	4	299	1196
43133	Xbox One S	San Diego	2	299	598
43410	Xbox One	Seattle	2	249	498
42807	Xbox One S	Seattle	5	299	1495
43609	Surface Studio	San Diego	3	2999	8997
43527	Surface Book	Phoenix	2	1499	2998
43418	Xbox One S	San Diego	3	299	897
42883	Surface Studio	Phoenix	1	2999	2999
43080	Surface Book	Seattle	2	1499	2998
43638	Surface Pro 4	Seattle	3	899	2697
43401	Surface Book	Seattle	2	1499	2998
43607	Surface Book	Los Angeles	2	1499	2998
43244	Xbox One S	San Diego	3	299	897
43280	Surface Pro 4	San Diego	2	899	1798
43568	Surface Book	Phoenix	3	1499	4497
43811	Surface Book	San Diego	2	1499	2998
